date,open,high,low,close,volume
2021-08-24 11:55:00+05:30,35517.75,35526.9,35509.1,35526.0,12100
2021-08-24 11:57:00+05:30,35526.0,35532.35,35512.5,35520.0,16225
2021-08-24 11:59:00+05:30,35520.0,35548.55,35516.65,35522.55,25700
2021-08-24 12:01:00+05:30,35523.3,35545.0,35523.3,35538.2,26800
2021-08-24 12:03:00+05:30,35537.25,35561.85,35537.25,35551.75,32975
2021-08-24 12:05:00+05:30,35554.0,35556.0,35535.65,35553.2,10725
2021-08-24 12:07:00+05:30,35557.55,35578.8,35543.9,35565.0,29200
2021-08-24 12:09:00+05:30,35561.4,35574.5,35561.4,35562.75,26600
2021-08-24 12:11:00+05:30,35563.85,35568.1,35551.35,35555.05,9800
2021-08-24 12:13:00+05:30,35555.0,35569.5,35549.2,35566.7,15325
2021-08-24 12:15:00+05:30,35566.7,35587.05,35549.0,35555.0,25825
2021-08-24 12:17:00+05:30,35553.1,35565.65,35550.1,35560.5,10475
2021-08-24 12:19:00+05:30,35562.8,35574.5,35552.1,35570.0,12950
2021-08-24 12:21:00+05:30,35571.45,35574.0,35559.1,35566.3,11150
2021-08-24 12:23:00+05:30,35563.3,35567.3,35555.75,35558.65,11925
2021-08-24 12:25:00+05:30,35558.65,35574.0,35553.05,35565.7,11000
2021-08-24 12:27:00+05:30,35566.45,35567.95,35550.0,35552.5,7375
2021-08-24 12:29:00+05:30,35553.5,35558.75,35511.05,35534.95,24225
2021-08-24 12:31:00+05:30,35530.25,35542.35,35520.0,35536.7,8625
2021-08-24 12:33:00+05:30,35530.4,35536.7,35519.35,35530.45,11925
2021-08-24 12:35:00+05:30,35530.45,35583.0,35530.45,35579.6,14225
2021-08-24 12:37:00+05:30,35579.3,35615.5,35570.05,35609.55,38350
2021-08-24 12:39:00+05:30,35603.85,35635.9,35602.05,35629.35,40275
2021-08-24 12:41:00+05:30,35631.05,35640.0,35620.0,35625.0,15200
2021-08-24 12:43:00+05:30,35630.0,35633.65,35605.05,35612.35,13400
2021-08-24 12:45:00+05:30,35615.0,35625.0,35601.0,35612.0,11450
2021-08-24 12:47:00+05:30,35612.0,35615.0,35600.45,35605.95,7950
2021-08-24 12:49:00+05:30,35605.95,35620.0,35605.95,35616.7,5425
2021-08-24 12:51:00+05:30,35616.7,35620.0,35606.05,35614.8,9575
2021-08-24 12:53:00+05:30,35611.5,35622.7,35608.55,35619.45,5450
2021-08-24 12:55:00+05:30,35614.8,35658.0,35610.0,35645.1,21325
2021-08-24 12:57:00+05:30,35644.0,35652.15,35635.9,35649.95,13875
2021-08-24 12:59:00+05:30,35649.85,35649.95,35622.9,35624.3,9900
2021-08-24 13:01:00+05:30,35629.05,35629.05,35600.0,35610.0,13200
2021-08-24 13:03:00+05:30,35610.0,35620.55,35603.3,35609.95,6850
2021-08-24 13:05:00+05:30,35609.95,35612.65,35590.05,35590.05,8600
2021-08-24 13:07:00+05:30,35590.0,35625.0,35585.5,35625.0,8050
2021-08-24 13:09:00+05:30,35625.2,35640.9,35618.8,35625.0,9775
2021-08-24 13:11:00+05:30,35625.0,35628.95,35616.25,35618.0,5075
2021-08-24 13:13:00+05:30,35618.0,35620.15,35606.0,35606.75,4175
2021-08-24 13:15:00+05:30,35606.75,35619.95,35594.1,35619.95,5400
2021-08-24 13:17:00+05:30,35619.1,35620.0,35609.65,35614.75,7500
2021-08-24 13:19:00+05:30,35614.75,35630.0,35608.5,35612.0,6500
2021-08-24 13:21:00+05:30,35605.0,35639.3,35601.65,35639.3,6075
2021-08-24 13:23:00+05:30,35639.3,35669.85,35637.3,35648.4,20725
2021-08-24 13:25:00+05:30,35646.55,35651.0,35636.7,35642.25,18925
2021-08-24 13:27:00+05:30,35642.25,35669.55,35640.35,35657.55,12625
2021-08-24 13:29:00+05:30,35660.0,35668.25,35641.0,35641.05,10775
2021-08-24 13:31:00+05:30,35643.85,35650.0,35633.0,35639.55,4575
2021-08-24 13:33:00+05:30,35639.55,35655.0,35633.15,35655.0,7475
2021-08-24 13:35:00+05:30,35660.0,35677.9,35652.4,35667.3,16450
2021-08-24 13:37:00+05:30,35669.1,35671.8,35654.05,35668.3,10200
2021-08-24 13:39:00+05:30,35668.7,35685.2,35655.3,35659.75,17225
2021-08-24 13:41:00+05:30,35659.75,35663.9,35635.3,35656.15,8775
2021-08-24 13:43:00+05:30,35656.15,35657.4,35640.0,35640.15,6375
2021-08-24 13:45:00+05:30,35637.2,35643.6,35616.35,35629.0,9525
2021-08-24 13:47:00+05:30,35624.05,35632.45,35605.1,35630.0,9875
2021-08-24 13:49:00+05:30,35630.0,35643.75,35628.65,35640.0,8825
2021-08-24 13:51:00+05:30,35637.45,35660.0,35637.45,35659.0,6425
2021-08-24 13:53:00+05:30,35659.0,35673.85,35650.05,35667.15,8675
2021-08-24 13:55:00+05:30,35667.3,35676.95,35652.05,35652.05,8650
2021-08-24 13:57:00+05:30,35652.1,35673.3,35647.9,35665.0,10475
2021-08-24 13:59:00+05:30,35664.4,35665.0,35647.7,35654.95,6000
2021-08-24 14:01:00+05:30,35655.65,35670.0,35650.0,35663.35,6150
2021-08-24 14:03:00+05:30,35663.35,35668.9,35655.05,35668.6,6300
2021-08-24 14:05:00+05:30,35666.0,35669.95,35640.05,35650.0,9400
2021-08-24 14:07:00+05:30,35650.0,35698.35,35649.55,35682.0,25325
2021-08-24 14:09:00+05:30,35682.0,35689.3,35671.6,35674.6,9425
2021-08-24 14:11:00+05:30,35674.6,35682.7,35664.8,35675.0,8750
2021-08-24 14:13:00+05:30,35675.0,35675.0,35650.0,35666.75,8075
2021-08-24 14:15:00+05:30,35666.75,35675.9,35660.1,35667.7,11450
2021-08-24 14:17:00+05:30,35667.7,35670.0,35637.45,35670.0,8925
2021-08-24 14:19:00+05:30,35671.35,35720.0,35669.3,35715.0,31000
2021-08-24 14:21:00+05:30,35715.0,35734.25,35712.45,35725.0,20150
2021-08-24 14:23:00+05:30,35725.0,35754.0,35723.95,35751.75,44425
2021-08-24 14:25:00+05:30,35751.35,35779.95,35738.95,35774.8,49725
2021-08-24 14:27:00+05:30,35771.1,35785.0,35762.95,35768.05,22725
2021-08-24 14:29:00+05:30,35768.05,35779.45,35763.25,35773.45,12400
2021-08-24 14:31:00+05:30,35774.5,35817.55,35773.45,35817.55,41775
2021-08-24 14:33:00+05:30,35811.7,35812.0,35793.6,35800.85,24825
2021-08-24 14:35:00+05:30,35804.85,35807.9,35765.0,35765.0,18375
2021-08-24 14:37:00+05:30,35770.65,35784.95,35766.0,35768.75,11775
2021-08-24 14:39:00+05:30,35768.75,35790.0,35756.1,35756.1,21900
2021-08-24 14:41:00+05:30,35763.1,35779.85,35756.3,35763.0,33850
2021-08-24 14:43:00+05:30,35762.0,35777.45,35760.0,35776.35,9825
2021-08-24 14:45:00+05:30,35770.7,35796.95,35770.7,35789.0,11100
2021-08-24 14:47:00+05:30,35785.65,35795.0,35774.0,35795.0,5575
2021-08-24 14:49:00+05:30,35795.0,35800.0,35751.0,35765.45,13500
2021-08-24 14:51:00+05:30,35765.45,35790.0,35760.0,35774.85,6725
2021-08-24 14:53:00+05:30,35774.85,35784.9,35768.0,35774.75,4125
2021-08-24 14:55:00+05:30,35775.55,35776.95,35760.0,35766.05,9675
2021-08-24 14:57:00+05:30,35766.05,35790.0,35761.85,35780.85,10150
2021-08-24 14:59:00+05:30,35782.95,35799.85,35752.8,35754.1,17775
2021-08-24 15:01:00+05:30,35745.15,35780.95,35737.55,35752.65,21850
2021-08-24 15:03:00+05:30,35751.0,35755.05,35731.55,35732.0,40000
2021-08-24 15:05:00+05:30,35732.1,35755.0,35730.0,35734.05,22700
2021-08-24 15:07:00+05:30,35739.0,35759.1,35730.0,35751.8,16600
2021-08-24 15:09:00+05:30,35751.55,35757.95,35726.3,35730.65,18175
2021-08-24 15:11:00+05:30,35732.45,35738.9,35719.25,35728.9,17300
2021-08-24 15:13:00+05:30,35728.0,35735.0,35711.7,35715.1,15200
2021-08-24 15:15:00+05:30,35710.95,35715.1,35692.9,35704.0,40425
2021-08-24 15:17:00+05:30,35704.05,35734.0,35695.05,35723.95,21650
2021-08-24 15:19:00+05:30,35723.1,35746.1,35700.05,35701.75,33400
2021-08-24 15:21:00+05:30,35706.3,35714.3,35696.95,35706.5,27800
2021-08-24 15:23:00+05:30,35705.9,35707.5,35690.8,35694.45,38800
2021-08-24 15:25:00+05:30,35694.3,35707.95,35688.85,35704.15,43575
2021-08-24 15:27:00+05:30,35703.65,35705.0,35693.1,35700.0,33950
