date,open,high,low,close,volume
2021-08-17 12:45:00+05:30,35740.0,35755.0,35725.95,35739.6,22600
2021-08-17 12:55:00+05:30,35739.6,35745.1,35700.1,35722.25,41725
2021-08-17 13:05:00+05:30,35722.25,35782.25,35722.25,35770.75,66975
2021-08-17 13:15:00+05:30,35770.75,35797.0,35762.15,35769.0,37225
2021-08-17 13:25:00+05:30,35762.15,35805.85,35753.1,35803.75,34425
2021-08-17 13:35:00+05:30,35805.35,35821.0,35786.0,35812.7,65225
2021-08-17 13:45:00+05:30,35813.9,35827.15,35782.4,35797.8,44225
2021-08-17 13:55:00+05:30,35797.8,35810.0,35787.0,35799.95,19575
2021-08-17 14:05:00+05:30,35800.0,35838.0,35795.0,35822.65,38900
2021-08-17 14:15:00+05:30,35822.65,35837.9,35764.2,35790.35,41400
2021-08-17 14:25:00+05:30,35793.1,35819.45,35786.0,35803.85,28325
2021-08-17 14:35:00+05:30,35803.85,35824.0,35786.0,35819.9,35150
2021-08-17 14:45:00+05:30,35819.85,35841.8,35792.0,35830.3,55075
2021-08-17 14:55:00+05:30,35830.45,35903.0,35816.0,35900.25,157950
2021-08-17 15:05:00+05:30,35900.0,35955.0,35895.0,35950.0,218700
2021-08-17 15:15:00+05:30,35952.0,35993.35,35931.65,35980.55,217175
2021-08-17 15:25:00+05:30,35983.15,35993.05,35965.6,35968.45,94275
2021-08-18 09:15:00+05:30,36275.0,36275.0,36072.0,36120.0,399325
2021-08-18 09:25:00+05:30,36125.0,36135.0,36082.15,36085.25,88150
2021-08-18 09:35:00+05:30,36086.2,36099.0,36025.1,36047.0,123975
2021-08-18 09:45:00+05:30,36046.95,36085.3,36043.0,36082.0,49575
2021-08-18 09:55:00+05:30,36085.85,36097.95,36048.55,36063.0,36600
2021-08-18 10:05:00+05:30,36061.9,36079.0,36050.2,36074.55,35075
2021-08-18 10:15:00+05:30,36074.15,36082.7,36055.05,36067.35,22025
2021-08-18 10:25:00+05:30,36070.0,36109.55,36064.0,36097.15,56425
2021-08-18 10:35:00+05:30,36096.4,36114.5,36085.0,36090.0,34325
2021-08-18 10:45:00+05:30,36088.95,36096.3,36009.0,36017.45,71875
2021-08-18 10:55:00+05:30,36017.5,36035.75,36003.1,36025.0,50000
2021-08-18 11:05:00+05:30,36025.0,36066.0,36000.9,36003.05,44700
2021-08-18 11:15:00+05:30,36006.75,36013.15,35980.0,35995.55,77675
2021-08-18 11:25:00+05:30,35995.55,36012.0,35970.6,35996.8,43175
2021-08-18 11:35:00+05:30,35998.8,36021.0,35965.1,35970.0,39700
2021-08-18 11:45:00+05:30,35970.85,35984.95,35937.35,35967.7,86725
2021-08-18 11:55:00+05:30,35972.3,36010.75,35965.0,35975.7,30600
2021-08-18 12:05:00+05:30,35975.7,35987.0,35946.25,35952.55,51150
2021-08-18 12:15:00+05:30,35947.05,35994.35,35941.0,35992.95,41200
2021-08-18 12:25:00+05:30,35992.95,35996.0,35935.55,35956.2,61950
2021-08-18 12:35:00+05:30,35956.2,35968.95,35871.5,35890.0,147050
2021-08-18 12:45:00+05:30,35890.0,35892.3,35793.5,35840.0,142875
2021-08-18 12:55:00+05:30,35840.0,35840.0,35753.25,35791.2,142425
2021-08-18 13:05:00+05:30,35791.2,35855.0,35770.0,35803.95,103425
2021-08-18 13:15:00+05:30,35803.95,35845.95,35801.95,35833.95,109850
2021-08-18 13:25:00+05:30,35830.0,35833.95,35748.0,35785.0,84075
2021-08-18 13:35:00+05:30,35783.35,35811.4,35706.25,35714.65,108225
2021-08-18 13:45:00+05:30,35711.15,35775.0,35708.25,35751.1,57275
2021-08-18 13:55:00+05:30,35750.25,35803.25,35722.0,35770.9,43100
2021-08-18 14:05:00+05:30,35771.05,35796.4,35710.05,35738.9,58075
2021-08-18 14:15:00+05:30,35735.0,35789.3,35718.0,35771.2,54975
2021-08-18 14:25:00+05:30,35771.2,35781.8,35632.15,35637.6,212225
2021-08-18 14:35:00+05:30,35635.0,35648.0,35541.1,35551.6,229950
2021-08-18 14:45:00+05:30,35554.65,35584.95,35477.3,35560.0,226950
2021-08-18 14:55:00+05:30,35566.1,35661.7,35531.1,35658.15,159175
2021-08-18 15:05:00+05:30,35660.2,35703.25,35627.6,35661.95,157350
2021-08-18 15:15:00+05:30,35658.0,35669.8,35530.0,35532.0,174325
2021-08-18 15:25:00+05:30,35532.45,35554.25,35498.35,35502.0,116325
2021-08-20 09:15:00+05:30,35012.2,35197.0,34974.9,35100.45,564275
2021-08-20 09:25:00+05:30,35102.1,35268.4,35080.95,35228.1,207925
2021-08-20 09:35:00+05:30,35229.0,35313.0,35210.0,35229.0,152600
2021-08-20 09:45:00+05:30,35227.35,35328.95,35197.35,35295.0,124700
2021-08-20 09:55:00+05:30,35295.0,35310.0,35189.0,35217.2,156825
2021-08-20 10:05:00+05:30,35216.1,35219.9,35147.15,35183.9,59550
2021-08-20 10:15:00+05:30,35185.5,35216.95,35131.0,35132.6,59825
2021-08-20 10:25:00+05:30,35120.0,35140.0,35067.3,35079.75,108475
2021-08-20 10:35:00+05:30,35079.75,35114.95,35030.0,35089.95,108950
2021-08-20 10:45:00+05:30,35085.55,35125.0,34988.7,35000.0,95925
2021-08-20 10:55:00+05:30,34995.95,35033.4,34951.1,34987.95,175550
2021-08-20 11:05:00+05:30,34982.55,35028.35,34970.75,35021.95,65775
2021-08-20 11:15:00+05:30,35021.95,35106.1,35021.95,35104.0,106550
2021-08-20 11:25:00+05:30,35102.5,35120.0,35050.1,35106.5,58000
2021-08-20 11:35:00+05:30,35105.05,35198.0,35100.0,35140.15,103175
2021-08-20 11:45:00+05:30,35145.95,35160.0,35088.05,35109.4,45875
2021-08-20 11:55:00+05:30,35109.4,35144.85,35073.4,35097.55,32750
2021-08-20 12:05:00+05:30,35097.55,35130.0,35072.1,35114.9,20925
2021-08-20 12:15:00+05:30,35112.25,35139.15,35045.0,35119.4,34675
2021-08-20 12:25:00+05:30,35119.4,35159.55,35093.95,35102.65,32700
2021-08-20 12:35:00+05:30,35102.65,35137.0,35057.4,35121.75,31975
2021-08-20 12:45:00+05:30,35118.05,35123.4,35067.1,35082.4,32175
2021-08-20 12:55:00+05:30,35082.4,35082.4,35000.0,35019.7,107075
2021-08-20 13:05:00+05:30,35018.1,35045.0,34985.45,35033.95,60775
2021-08-20 13:15:00+05:30,35032.05,35038.75,34974.75,35002.95,48975
2021-08-20 13:25:00+05:30,35002.95,35112.1,35002.95,35052.0,62525
2021-08-20 13:35:00+05:30,35052.0,35058.0,35011.0,35012.95,37675
2021-08-20 13:45:00+05:30,35012.95,35050.45,34909.1,34963.95,113850
2021-08-20 13:55:00+05:30,34963.0,35033.85,34943.75,35009.5,73150
2021-08-20 14:05:00+05:30,35007.8,35073.95,34994.2,35041.95,66200
2021-08-20 14:15:00+05:30,35041.95,35165.55,35032.95,35087.55,146525
2021-08-20 14:25:00+05:30,35087.55,35140.0,35061.5,35138.95,47400
2021-08-20 14:35:00+05:30,35130.8,35151.15,35052.65,35062.9,73075
2021-08-20 14:45:00+05:30,35062.9,35115.85,35031.0,35105.25,55025
2021-08-20 14:55:00+05:30,35105.25,35125.0,35060.6,35097.15,66150
2021-08-20 15:05:00+05:30,35099.65,35109.4,35066.6,35068.35,70775
2021-08-20 15:15:00+05:30,35069.7,35089.0,35035.0,35045.9,167225
2021-08-20 15:25:00+05:30,35048.9,35060.0,35030.35,35044.0,91150
2021-08-23 09:15:00+05:30,35401.0,35401.0,35220.05,35253.0,273775
2021-08-23 09:25:00+05:30,35258.0,35288.0,35201.85,35247.0,122425
2021-08-23 09:35:00+05:30,35247.0,35247.0,35171.3,35196.45,76900
2021-08-23 09:45:00+05:30,35195.0,35230.0,35123.0,35126.4,74550
2021-08-23 09:55:00+05:30,35115.0,35167.45,35062.85,35158.45,116575
2021-08-23 10:05:00+05:30,35161.05,35184.15,35120.0,35128.5,71900
2021-08-23 10:15:00+05:30,35129.45,35156.25,35102.55,35139.0,35600
2021-08-23 10:25:00+05:30,35136.0,35142.0,34969.9,34978.0,118450
2021-08-23 10:35:00+05:30,34980.7,35049.95,34971.6,35008.05,109650
2021-08-23 10:45:00+05:30,35010.0,35014.75,34851.15,34897.7,193625
2021-08-23 10:55:00+05:30,34895.0,34978.0,34870.0,34947.55,119075
2021-08-23 11:05:00+05:30,34945.0,34997.1,34888.0,34909.95,74200
2021-08-23 11:15:00+05:30,34910.75,34963.2,34872.0,34924.7,63350
2021-08-23 11:25:00+05:30,34924.7,34958.0,34902.35,34945.3,31550
2021-08-23 11:35:00+05:30,34947.35,34972.4,34905.0,34930.0,40125
2021-08-23 11:45:00+05:30,34930.0,35003.15,34918.0,34979.0,47325
2021-08-23 11:55:00+05:30,34979.4,35018.3,34942.95,34969.5,51975
2021-08-23 12:05:00+05:30,34969.5,35058.65,34969.5,35043.85,91350
2021-08-23 12:15:00+05:30,35041.0,35054.7,34976.65,34996.5,46725
2021-08-23 12:25:00+05:30,34996.25,35093.4,34970.0,35085.0,58450
2021-08-23 12:35:00+05:30,35089.0,35090.0,35015.95,35019.95,43750
2021-08-23 12:45:00+05:30,35021.55,35055.95,34973.8,35001.25,41750
2021-08-23 12:55:00+05:30,35001.25,35050.0,34982.4,35045.65,32325
2021-08-23 13:05:00+05:30,35043.0,35066.2,35005.85,35045.8,39200
2021-08-23 13:15:00+05:30,35045.8,35128.0,35035.6,35116.7,84425
2021-08-23 13:25:00+05:30,35117.5,35121.1,35075.05,35107.15,49300
2021-08-23 13:35:00+05:30,35107.15,35190.35,35107.15,35180.5,113375
2021-08-23 13:45:00+05:30,35182.55,35197.8,35126.05,35138.75,87600
2021-08-23 13:55:00+05:30,35138.75,35169.85,35112.0,35150.75,38300
2021-08-23 14:05:00+05:30,35150.75,35200.0,35115.0,35150.0,54475
2021-08-23 14:15:00+05:30,35150.0,35159.9,35106.45,35124.95,37025
2021-08-23 14:25:00+05:30,35124.35,35175.6,35113.8,35137.75,28125
2021-08-23 14:35:00+05:30,35137.75,35259.8,35088.3,35230.2,140450
2021-08-23 14:45:00+05:30,35231.85,35249.0,35195.0,35200.0,61350
2021-08-23 14:55:00+05:30,35200.5,35241.9,35170.1,35199.5,64500
2021-08-23 15:05:00+05:30,35199.3,35216.35,35150.95,35158.9,76175
2021-08-23 15:15:00+05:30,35164.05,35164.95,35115.05,35144.8,152950
2021-08-23 15:25:00+05:30,35145.0,35156.95,35118.0,35125.0,79625
2021-08-24 09:15:00+05:30,35152.1,35261.95,35085.0,35160.0,186825
2021-08-24 09:25:00+05:30,35162.35,35242.95,35156.45,35236.25,92075
2021-08-24 09:35:00+05:30,35234.4,35245.3,35190.0,35202.0,60050
2021-08-24 09:45:00+05:30,35207.85,35236.7,35132.7,35142.1,60425
2021-08-24 09:55:00+05:30,35142.0,35187.95,35132.25,35166.5,46675
2021-08-24 10:05:00+05:30,35169.6,35220.25,35141.05,35203.6,48075
2021-08-24 10:15:00+05:30,35203.6,35361.55,35201.6,35324.7,295200
2021-08-24 10:25:00+05:30,35330.05,35390.0,35328.4,35389.0,150950
2021-08-24 10:35:00+05:30,35389.05,35399.75,35355.55,35359.25,71650
2021-08-24 10:45:00+05:30,35361.2,35386.0,35333.05,35385.2,74475
2021-08-24 10:55:00+05:30,35385.2,35389.0,35338.15,35378.0,45175
2021-08-24 11:05:00+05:30,35377.35,35426.85,35371.55,35382.15,134275
2021-08-24 11:15:00+05:30,35386.1,35420.35,35370.0,35407.0,55400
2021-08-24 11:25:00+05:30,35407.0,35495.0,35400.0,35490.05,152000
2021-08-24 11:35:00+05:30,35490.0,35513.1,35472.0,35495.95,124100
2021-08-24 11:45:00+05:30,35500.55,35536.6,35473.0,35521.65,121050
2021-08-24 11:55:00+05:30,35517.75,35561.85,35509.1,35551.75,113800
2021-08-24 12:05:00+05:30,35554.0,35578.8,35535.65,35566.7,91650
2021-08-24 12:15:00+05:30,35566.7,35587.05,35549.0,35558.65,72325
2021-08-24 12:25:00+05:30,35558.65,35574.0,35511.05,35530.45,63150
2021-08-24 12:35:00+05:30,35530.45,35640.0,35530.45,35612.35,121450
2021-08-24 12:45:00+05:30,35615.0,35625.0,35600.45,35619.45,39850
2021-08-24 12:55:00+05:30,35614.8,35658.0,35600.0,35609.95,65150
2021-08-24 13:05:00+05:30,35609.95,35640.9,35585.5,35606.75,35675
2021-08-24 13:15:00+05:30,35606.75,35669.85,35594.1,35648.4,46200
2021-08-24 13:25:00+05:30,35646.55,35669.55,35633.0,35655.0,54375
2021-08-24 13:35:00+05:30,35660.0,35685.2,35635.3,35640.15,59025
2021-08-24 13:45:00+05:30,35637.2,35673.85,35605.1,35667.15,43325
2021-08-24 13:55:00+05:30,35667.3,35676.95,35667.3,35670.0,1225
